RefSeq_accession_number,gene_symbol,gene_name,AO-A12D.01TCGA,C8-A131.01TCGA,AO-A12B.01TCGA,BH-A18Q.02TCGA,C8-A130.02TCGA,C8-A138.03TCGA,E2-A154.03TCGA,C8-A12L.04TCGA,A2-A0EX.04TCGA,AO-A12D.05TCGA,AN-A04A.05TCGA,BH-A0AV.05TCGA,C8-A12T.06TCGA,A8-A06Z.07TCGA,A2-A0CM.07TCGA,BH-A18U.08TCGA,A2-A0EQ.08TCGA,AR-A0U4.09TCGA,AO-A0J9.10TCGA,AR-A1AP.11TCGA,AN-A0FK.11TCGA,AO-A0J6.11TCGA,A7-A13F.12TCGA,BH-A0E1.12TCGA,A7-A0CE.13TCGA,A2-A0YC.13TCGA,AO-A0JC.14TCGA,A8-A08Z.14TCGA,AR-A0TX.14TCGA,A8-A076.15TCGA,AO-A126.15TCGA,BH-A0C1.16TCGA,A2-A0EY.16TCGA,AR-A1AW.17TCGA,AR-A1AV.17TCGA,C8-A135.17TCGA,A2-A0EV.18TCGA,AN-A0AM.18TCGA,D8-A142.18TCGA,AN-A0FL.19TCGA,BH-A0DG.19TCGA,AR-A0TV.20TCGA,C8-A12Z.20TCGA,AO-A0JJ.20TCGA,AO-A0JE.21TCGA,AN-A0AJ.21TCGA,A7-A0CJ.22TCGA,AO-A12F.22TCGA,A8-A079.23TCGA,A2-A0T3.24TCGA,A2-A0YD.24TCGA,AR-A0TR.25TCGA,AO-A03O.25TCGA,AO-A12E.26TCGA,A8-A06N.26TCGA,A2-A0YG.27TCGA,BH-A18N.27TCGA,AN-A0AL.28TCGA,A2-A0T6.29TCGA,E2-A158.29TCGA,E2-A15A.29TCGA,AO-A0JM.30TCGA,C8-A12V.30TCGA,A2-A0D2.31TCGA,C8-A12U.31TCGA,AR-A1AS.31TCGA,A8-A09G.32TCGA,C8-A131.32TCGA,C8-A134.32TCGA,A2-A0YF.33TCGA,BH-A0DD.33TCGA,BH-A0E9.33TCGA,AR-A0TT.34TCGA,AO-A12B.34TCGA,A2-A0SW.35TCGA,AO-A0JL.35TCGA,BH-A0BV.35TCGA,A2-A0YM.36TCGA,BH-A0C7.36TCGA,A2-A0SX.36TCGA,263d3f-I.CPTAC,blcdb9-I.CPTAC,c4155b-C.CPTAC
NP_000365,UROD,uroporphyrinogen decarboxylase,-0.385880304,0.229788991,0.731451839,0.539914985,0.184873275,-2.332971338,0.132562435,-0.939209175,0.622329118,-0.313946565,-1.386827165,0.920730277,0.696069861,0.011743675,0.507074712,0.678827899,-0.640946582,0.092984651,-0.463096821,-0.432567597,-0.786786907,1.028750187,1.588539723,1.317557218,0.287686873,0.088663625,-0.855867288,0.669207921,1.747562308,-0.763892439,0.437985003,1.829269504,-0.253336449,-0.319651819,-0.63131066,0.986997361,1.214749367,-0.404806091,-0.907300387,0.355244905,-0.355536836,-0.082753264,0.653633949,0.104226813,0.443620023,0.218654024,-0.179904915,-0.494849133,0.857693229,0.379765271,1.098302989,-0.907407176,0.985144594,-0.554481994,1.089509461,0.270064714,1.74063457,0.307113041,0.887341367,0.470845393,-1.148192912,1.128585646,0.636872553,0.529945522,0.221231065,-0.788168289,0.471696529,-0.007887553,0.92428793,-0.472283151,1.914336321,0.517853812,-0.277093379,0.85468819,0.399884819,0.395676518,-0.016109642,0.669607146,-0.079176373,-0.30620431,1.553208148,1.886166346,2.597598795
NP_001127703,NT5DC2,5'-nucleotidase domain-containing protein 2 isoform 1,0.962788246,3.528811948,-2.497315227,-1.119394418,1.060598262,4.004850836,-0.435708807,0.401415994,-0.439447474,1.20330405,0.160274483,0.293178808,-0.693661279,-0.687491332,0.224213888,0.166734593,0.710017711,0.276283813,-0.628157311,-5.256650317,-3.525110802,-1.410426008,-0.834071493,-1.173570542,0.224561148,-2.441243616,-1.554086039,-1.845790853,-0.101998769,-0.386025046,-2.121445766,-1.207043568,-1.306802959,-2.21317721,-0.794628497,1.64767334,-1.535440705,-1.720689034,4.485892308,2.223331558,-2.01379842,-1.116476847,1.259969769,-2.196362269,-0.387628132,-0.481478798,-0.538182702,2.457827154,1.101722291,0.574442891,-0.725415849,-1.272252021,1.630546268,-0.877334945,-1.040714124,-1.968308559,-1.445754075,1.856161874,-0.686045465,2.205245155,-0.61584126,-0.40984628,-1.118451269,0.317055006,-2.165296825,-1.417166979,0.701687737,3.443944859,0.355634382,-1.75178843,-0.368537198,0.552994974,-0.134299868,-2.699702995,-2.84842629,2.960834397,-1.866020326,-0.912501604,-3.044574025,-2.478048764,-1.161925375,-1.491006831,0.410623147
NP_073568,NUCKS1,nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,2.360984173,-0.373345267,0.168842642,-4.310888713,0.16847393,2.037309965,-4.353393333,-1.262713817,-2.285362962,2.764532944,2.010858758,-2.456576285,-3.430624138,-1.218741953,-0.418651619,-2.76525061,-1.758458122,-2.581380162,2.689155937,-1.020063091,2.726091461,-0.718761462,0.154257461,-0.657117226,-0.160505776,1.024058347,-0.244925882,-0.054481185,-4.685102319,-0.778287387,2.301834737,-3.624383726,1.799465881,0.086382492,-1.418449087,-4.565419421,-4.128797128,-2.680361627,-2.645990525,-1.53102264,-2.088748096,-1.287363401,-6.488001871,-0.004036203,-4.369633487,-0.241640911,-2.474910743,2.841995212,-0.144804538,-2.222116571,-3.778740905,-1.338587447,0.500412536,-0.562621144,-1.159059879,-0.669916811,-1.431778686,1.763483739,-1.076798679,-0.770572525,-0.490582047,-0.491895983,0.055467827,-1.243033306,-1.660172824,0.741924028,-4.866238963,-1.38634208,-0.492047926,0.769366942,-0.955092573,0.689655045,-1.020351911,0.021047848,-1.484778854,-0.916729839,1.197272635,-4.725612983,-0.86459396,-0.535603518,-3.787816462,-2.020367414,-1.780261304
NP_112179,FIP1L1,pre-mRNA 3'-end-processing factor FIP1 isoform 1,-0.225868781,-0.458350767,0.7037371,-0.503844156,0.25703039,-0.434916111,-0.341624164,0.165641425,-0.188072803,-0.504519106,-0.486275459,0.293178808,0.211576436,0.868464044,0.238907957,-0.171313929,-0.258237151,-0.495976588,-0.35439845,-1.011788506,-0.289976715,0.068889185,-0.235449485,-0.622397675,0.319249736,-0.120517473,-0.325969129,0.052997395,-0.093838941,-0.162903348,1.110508103,0.081089251,-0.657234676,0.468991746,-0.224354738,-0.608209927,0.032895792,0.03940917,-0.339786142,-0.062915611,0.422066053,0.485934777,0.578623332,-0.007419422,-0.358588896,1.093214399,0.543410619,-0.132844618,1.438086673,0.107834628,0.439163117,-0.2108852,0.81085891,-0.448673044,0.018762156,0.02999749,0.060094067,0.505709045,-0.146598551,0.589609201,0.319129289,0.000402234,0.603543619,-0.887106975,0.675110603,-0.660955071,-0.432222407,-0.938249424,0.00949744,-0.146728554,1.116621011,-0.505144435,-0.050088311,0.589179451,-0.449178679,-0.740905064,-0.758726117,-0.646523901,0.213123922,-0.145326943,-0.575088747,-0.291263166,-0.25973668
NP_005872,BCKDK,[inectin isoform a,-0.073476855,-0.672888456,1.845584337,0.479698111,1.306588427,-1.221201032,1.679313963,-0.204469818,-0.698325865,0.353057328,-3.824584346,-0.013849061,-1.220654128,-1.325831999,-1.13498747,1.318107777,-0.464900244,1.159725673,0.752714587,0.998935509,1.024418755,0.18746025,-0.697473183,-0.162363629,-0.416164963,2.409389769,-0.282330457,1.435888459,2.106594752,0.542449118,0.388026144,0.850623142,1.02914452,0.796942536,-1.774535518,1.39093397,0.789058032,-0.295847631,-0.025303726,1.7574462,-2.997512918,-0.079951845,0.297333519,-1.181396497,-0.863145636,1.316094052,-0.602402306,-0.384031424,0.204750604,-1.400144397,-0.347075474,0.073409485,1.276528472,1.24427016,0.272360202,-1.545654995,1.331854448,-0.99700072,-0.703335431,0.437232994,0.359391179,0.848249162,0.381350731,-0.038871325,-0.056953167,3.035295653,-1.27195775,-0.80154319,0.221418017,-0.37007415,-0.298150553,-0.184969411,0.733445314,1.103067333,1.580211727,1.830532271,-0.380787375,1.107553192,-0.184047471,-1.405532984,0.252432028,1.065289101,0.400851138
NP_002538,OPHN1,oligophrenin-1,-0.401119497,0.322890253,-1.61321506,0.004653887,0.726051638,0.029540563,-0.145928107,,,1.071369214,-0.149805591,-0.776357835,,1.632793001,-0.14313783,-2.07241849,-4.246069425,0.459582974,-0.72880395,-0.920768078,-2.629287699,-0.447741884,-0.038587213,0.158792215,1.446043931,0.076823186,0.733827189,0.167641214,-1.519088947,-0.652331589,2.263404846,0.189827735,-0.003502494,-0.054167846,0.356628387,0.92195672,-1.45422328,-0.953789102,1.60855894,2.62103857,-1.648418749,-0.01551921,-4.85339551,0.412099764,-0.863145636,0.165356715,-1.775255063,1.709191965,1.375430563,0.512640472,-1.783586585,0.187127358,-0.125926641,1.49387076,0.993705755,0.046903633,3.229013477,1.601297002,0.887341367,1.472494868,0.668065666,-0.214978236,-1.192515565,0.519966279,0.389605733,-0.219242509,-3.315135463,1.42373051,1.595369757,2.351713708,-1.717614561,0.865360851,-1.064288376,-1.74615548,-0.220832056,-0.357858233,0.806072884,3.067992295,0.146184923,1.564739884,1.350384429,-0.792208767,1.401504875
NP_005717,TSFM,"elongation factor Ts, mitochondrial isoform 2 precursor",-1.010687203,-1.725337497,0.65385057,-0.135852151,-1.002439255,0.409883036,0.369655735,0.977144595,-1.580013141,-1.07623673,1.314827952,-0.988915591,-3.30737581,1.254828132,-0.888861819,0.772544321,-0.013303115,-0.369770609,0.05623984,-0.478077811,1.572083534,-0.058151242,-0.155097537,-1.212630036,1.285073331,1.106941423,-1.610192903,-0.896396729,1.007737877,-0.306852831,-1.283674133,0.856199474,-0.607267885,-0.772536242,1.732781964,-0.105000761,-1.028531945,-1.322571583,-1.832673932,1.237018167,-2.159013417,1.219906535,-0.480901632,-1.567083491,-1.353182758,2.047720737,0.208792685,1.925902152,0.514733467,-1.34452222,-2.090988139,0.760454972,4.71867073,1.776027961,-0.020686428,-0.612435927,1.646300696,-1.715256269,-1.273904282,-0.105047035,0.341497006,0.431163173,-0.985135535,-0.464652357,-0.232648472,3.625423637,0.979816641,-1.147106171,-2.028472109,0.527093753,0.691954919,-0.64570908,-0.85925154,0.757620479,0.663609087,0.040887239,-1.130034355,-0.265900636,0.400553119,-1.268489301,0.714870108,-0.222856729,0.240590188
NP_001139013,TCP11L1,T-complex protein 11-like protein 1,0.26940498,0.65886437,-0.163734223,0.442898911,-1.117234665,-0.065545055,0.606749035,-0.223660771,0.866200067,-0.057406606,-0.331235422,0.492240833,0.543071938,0.01804309,1.10953153,0.601846552,-0.617984016,-0.514006014,-0.197389692,-0.072623174,0.461106411,1.966026225,-0.484540522,-0.283882056,-0.242569218,-0.66517769,-1.469925743,1.435888459,0.561667265,-0.144909663,1.460220115,0.750249156,-0.13674727,-1.604125744,0.656490645,-0.878642064,0.84787065,0.198656151,2.317048061,-0.756062119,-0.079159906,-0.766299482,1.55063591,-0.501369431,1.452733503,0.407617207,0.891548469,-1.029236752,0.399314316,0.892725349,0.504190369,-0.514132863,0.086484037,-1.343979546,1.066967413,-1.173719859,0.482849578,-1.341233794,0.067797017,-1.050675845,0.583068344,0.157664164,0.329505723,3.733282504,0.213910428,0.081122034,-0.007006103,0.569316547,1.75431019,-0.506352818,0.687262476,-0.14982825,1.28997387,0.235167799,0.332345677,0.813260358,0.345252839,1.685366822,-0.485272966,-0.032116944,1.526164986,0.626435497,2.015187049
NP_079139,TCEAL4,transcription elongation factor A protein-like 4,-1.822174212,-2.39323785,-1.721302542,-2.440820253,0.542378981,0.340397392,-1.256126892,-2.315474685,0.975004029,-2.30029882,3.376530575,-2.200157405,0.632320726,1.141438672,-0.216608174,-0.827328883,-0.973903787,-1.523653854,-0.571795192,-1.044886844,3.64147402,-0.108967413,3.589303215,-1.399247621,-0.002691463,0.096557252,-0.210638354,-0.470065028,-5.476605662,-2.38332412,1.959808704,-1.299053055,-2.056304823,-3.146275289,2.576144564,-5.541029028,-2.837720119,-2.265481336,-3.079759374,-1.869641754,-0.257165386,0.471927682,-6.147328652,-1.21522869,-2.006565587,-0.898166844,-2.366751411,-0.814989181,4.491747635,1.204827566,-0.929364957,3.721857933,0.750948207,-0.044428593,2.436396861,0.063809775,2.57566405,-2.509640286,-0.948852936,-0.940875344,-0.732153385,-0.375658904,-1.055496617,-4.48628726,-0.419324733,-0.533741853,-3.65744796,-2.905300237,-1.918979811,6.250797843,0.907807297,1.322195946,-2.345768604,-1.846078124,1.043114742,1.14607154,4.360023159,0.357771219,0.695084715,-0.124472469,-0.742756355,-1.222643117,-1.39133534
NP_525129,TCEAL2,transcription elongation factor A protein-like 2,-1.932658359,-2.470147588,-1.826618549,-0.567406411,0.48662121,-0.284973405,0.719650606,-1.85215024,0.772403548,-3.817549436,3.228087987,0.191960829,1.58855775,1.141438672,-1.256213537,0.370902512,0.155089035,-0.607158047,-0.708674623,-1.160731026,3.183782741,0.85089359,3.308071399,0.032933843,0.322406022,0.179440328,-1.214327808,-0.538134795,-1.181816044,-2.181794844,0.902986689,-0.964473102,0.213020267,-3.77094346,2.14776991,1.226620773,0.430581118,-0.861593482,-1.008513118,-1.353758943,0.262797992,-4.189633405,0.341089712,3.254003923,-1.502008847,0.846108698,-2.481670701,-4.964496725,3.79593504,1.785770305,1.467776011,2.968477019,0.76728749,-0.738969395,2.163074522,0.905735674,3.59936128,-2.175337012,1.236598664,0.755430367,0.413073698,-0.132928533,-0.981432321,-1.745321867,-0.379061226,-0.880044503,-0.916273672,-1.731905061,-2.424057186,5.30063268,2.416427721,1.060589524,-1.24735698,-2.028793816,2.165550957,2.527551915,5.994442455,0.575597786,-0.313462869,-0.133410101,3.167684954,1.95562519,-0.421952032
NP_003192,TFAM,"transcription factor A, mitochondrial isoform 1 precursor",-0.035378873,-1.899396377,1.027999543,1.024995355,1.38530528,-0.072859334,1.675550577,-0.070133145,-0.233095132,0.364051898,1.519348853,-0.381607718,-1.828395881,0.55349332,-0.606000995,-0.080944522,2.225547059,-1.22616833,1.714896464,-1.276575208,-0.145236737,0.523411601,-1.02289857,-0.90015408,0.31609345,0.712260106,-1.351477919,-0.706517904,-0.613348008,-1.382875215,0.914515657,1.385951066,-0.732184862,0.996055515,-0.663438759,0.40847798,-1.92752483,-1.188468863,-1.308536572,2.430139204,0.384591215,0.648417075,-2.515564616,0.280154213,0.214936032,0.254993097,-2.319431703,2.531705627,0.682915658,0.095474144,-2.620073507,0.620676752,2.393046135,-0.861056645,-0.781480566,-1.265013029,2.292662427,1.353051997,-0.20192644,2.471903516,0.457809131,0.834574211,-1.162889846,1.730781089,-1.092823402,1.738427569,-0.212928464,-1.207864497,0.415678545,-0.02180644,-1.034864104,1.290959358,-0.632246471,0.520661067,-0.259425852,1.089556434,0.47123242,0.571011964,-0.23982997,1.016565152,0.714870108,-0.186022494,0.709646627
NP_061857,SSH1,protein phosphatase Slingshot homolog 1 isoform 1,0.981837237,0.586002513,-0.643199204,0.11839687,-0.664612762,2.099481331,-0.970109578,-0.541682284,0.47975841,0.177144213,0.641888216,0.043507794,0.989315882,,,0.344126392,-0.73662394,0.378450558,0.185067539,0.01012267,0.875766886,1.110620685,0.973847325,-0.839394867,-0.305694943,0.657004722,-0.700014889,-0.290934061,-0.504550297,0.027829717,0.464885927,-0.395687182,0.267150957,-0.038551142,1.483789196,-0.306969066,0.480991934,0.06874414,0.386776681,-1.792372963,-0.472645705,0.155367344,0.175441266,-0.399872854,0.193156605,0.407617207,0.198652748,-0.38649404,-0.303093659,-0.568901861,0.010574411,-0.848179117,-0.471774795,-0.022724193,-0.744849737,1.088322014,-0.876256982,-0.533610044,-0.523519793,-0.394113662,0.770957162,0.8790178,0.455415027,0.483375722,0.005272253,-0.699825777,-0.017703369,1.708535164,-0.223615195,-0.188369258,0.713070913,0.744319073,0.978757243,-1.857497855,,,,0.194974521,0.621451816,-1.867310612,-0.161328359,-0.434390481,-0.388727201
NP_203747,SSH2,protein phosphatase Slingshot homolog 2,-0.778289515,1.517015127,-0.598855622,-1.012342199,1.313148165,0.52325435,0.079875035,0.80168445,-0.308132347,,,,-11.94750856,0.454802493,-0.940291059,-7.66862769,-3.897803843,,-0.012199875,-1.524812741,0.67234854,2.666160133,0.347102134,-3.478080717,-0.662355291,0.507025821,,,,3.964848071,-0.614994022,0.384999374,0.25049536,,,,0.161723433,0.693159932,-0.289179776,,,-6.391548679,-9.938490249,2.052961094,1.336576556,1.623764877,-2.376891348,-0.113143692,-0.40202436,2.394524132,0.802724571,-0.88134683,0.364251845,-1.012987445,0.816187123,-4.240494118,-5.219109049,-1.400812596,-10.16786238,-2.807483873,-0.750047558,0.342275995,0.725749708,1.966956505,0.536018487,2.501706877,-5.262037787,4.154057797,-3.035094849,,,,2.509210772,-0.13597345,0.599286095,0.213572286,0.892269439,,,,0.157780959,-0.847986323,0.193684544
NP_775922,NA,fibrous sheath-interacting protein 2,1.168517347,2.067526933,-0.260735809,-5.816310551,-0.913882796,4.348621917,-4.771129147,-0.629412356,2.550785543,2.951440628,-1.997091141,-2.284505721,-4.378361276,1.112041404,0.084620235,-3.217097644,-2.481778947,7.899725984,-1.574235725,0.097005807,1.665968925,2.931533469,-3.690583226,4.116820989,-1.482989718,1.383218345,-0.927559392,-0.985962212,7.271766053,1.21541295,1.560137833,-0.15032855,0.52947661,1.616819509,3.893396626,-3.422073425,-0.776477865,-1.477627854,-0.712104404,2.118791429,-1.119086661,-1.113675428,-1.012226835,-1.949387264,0.704973154,1.274909768,-1.389937443,1.019659555,-1.453987478,-2.166494393,-2.889049867,0.334012945,-1.073605047,-0.649438745,3.588859091,-1.417168312,3.113716519,-1.030100054,-1.820267182,-1.68034811,-1.094510392,-1.049150214,-1.433224528,-2.337423615,1.476720431,-2.781175372,-2.574349827,8.38815366,-0.414343714,-3.424987642,-0.330997654,-4.538568824,-2.118763535,1.023129218,-6.34438092,-7.783315251,-7.823528389,3.22620317,-2.301551137,-0.219807205,0.284883823,0.656955292,1.608671469
NP_976225,ZRANB2,zinc finger Ran-binding domain-containing protein 2 isoform 1,1.915237788,-1.016958335,1.823412546,-1.400406495,0.201272619,-0.383716163,-2.870619363,-1.364151713,0.059550006,2.038891345,1.159787915,-2.787221683,-2.108892074,1.70628617,0.238907957,-1.178765466,-0.001821832,-0.078294893,-0.233622483,-0.093309635,0.758410148,-2.217838498,0.680562716,-1.143190935,-0.056348329,-0.274443186,0.509399733,0.174806453,-4.742221117,-0.89704571,1.133566038,0.424033702,-0.428220217,-0.12053884,1.173217572,-2.456733393,-3.899147855,-0.09050284,-1.485658853,0.050714964,-1.526625525,1.189090927,-3.256294458,-0.14951463,-1.335033235,-0.680132401,-0.754501367,0.07155249,-0.055766908,-1.004608915,-3.146203091,1.606231657,0.693760717,-1.075387596,-0.460256375,-1.396880941,1.67774532,0.283943507,-1.650825523,1.571091237,0.296761573,-1.538029693,0.111016049,-0.225150527,-0.04963253,0.731322926,-3.638727745,-1.029386914,0.754751469,0.758010387,-3.221542542,-1.543760977,-0.006151846,2.05946978,-2.465704486,-0.822537995,-0.765356621,-1.013389698,-3.278860521,-1.310198248,-2.641186368,-2.391866987,-1.588729925
NP_001238978,NA,protein-L-isoaspartate(D-aspartate) O-methyltransferase isoform 2,-0.340162726,-0.664792694,1.11114376,-0.082326041,0.332467374,1.477767672,-0.059370236,-0.17705417,0.2321356,-0.636453943,0.529731593,-0.411973111,0.186076782,0.715178292,0.249928509,0.334085346,0.032622017,0.306332856,-0.120898246,0.696913178,1.450814904,0.929940967,-1.681784539,-0.709196552,-0.378289527,-0.262602747,0.322376853,-0.007907134,0.689504574,-0.040546288,-0.053917607,-0.894768945,-0.461531411,-0.097113783,1.22140972,-0.015997779,0.508997943,0.668015672,-0.046992169,-0.435623897,-0.945765535,1.166679575,1.159955613,-0.697596146,-0.794177448,0.674103748,0.688749721,-0.273213716,0.844502469,0.135645716,0.725874182,-1.312527101,-0.177667703,0.712512358,0.401976981,-0.835597008,0.346589538,-0.765305382,-0.416322008,-1.310611727,-0.016386458,0.5063754,-1.399895594,0.536598351,-1.213613924,-0.565545158,-0.202231199,-0.748379654,-0.329575483,-0.161870628,-0.518695374,0.349957153,-0.643230587,1.123051862,0.296968031,-1.576072745,-0.394048384,0.15599503,1.076637008,0.188344633,1.455852763,1.493618638,2.288803306
NP_055660,FIG4,polyphosphoinositide phosphatase,0.707531769,0.100256802,-1.144835975,0.840999352,0.119275897,-0.39834472,0.286861249,-0.769232159,0.112076056,0.759856406,0.061312757,0.164969368,-0.345166009,-0.028152617,0.455645471,-0.107720643,0.449775297,1.415142537,-0.14505344,0.34524334,-0.016144325,0.466949189,-0.572927664,0.054633563,0.31609345,0.266270218,0.478229253,-0.523804318,-3.025937236,0.348117316,-0.269124999,0.652663337,0.117250584,0.672008901,0.005896639,-0.255621192,-0.188351678,-0.22041485,0.983208849,1.057481858,-0.19158442,0.127353155,-0.577790345,-0.379573538,1.271238273,-1.089552633,0.141193103,0.711832586,-0.303093659,-0.043581299,-1.012126914,0.461945553,0.173626879,0.297415707,0.272360202,0.702861964,-0.533859956,-0.434312042,-0.181178482,0.145925541,0.077557951,0.143989213,0.770188286,0.889198268,0.97159643,1.077625575,-0.635470452,1.461704464,0.390954478,-0.464712114,0.891383747,0.771651088,1.030016453,-0.806882629,0.512450055,-0.288784214,-0.102306197,0.976857252,-0.304537669,0.188344633,0.279475191,0.054978646,0.785868298
NP_057260,SDF4,45 kDa calcium-binding protein isoform 2 precursor,1.667600907,0.581954632,0.520819824,-1.323462712,0.771969802,0.311140279,-0.311517079,-0.168829476,1.594061052,1.199639193,0.655083113,-0.428842775,1.380310576,0.643784928,-0.506816031,0.0127719,-0.556750507,-0.282628384,-0.273881139,0.15906519,0.910973908,0.393548053,-0.247502277,2.081387332,0.0288714,0.341259668,-0.905740056,-2.358105418,-0.599748294,-0.220483141,0.445670981,-1.996094623,-0.182550162,-1.038020215,-0.339480426,-0.039960121,0.307354679,1.828842345,0.524136816,1.616544287,4.22107776,-0.116370291,-1.199753377,1.312036081,-0.627201837,-0.934505918,-1.815814813,-1.836974719,-1.226446866,0.484829384,-0.086966467,-2.1914715,-0.207623055,-0.798656495,-0.919550613,0.865160932,-0.621206136,1.207414927,0.347894453,-0.429966887,-0.629261889,0.677312281,-0.033409328,-0.980246576,1.22415843,0.33554847,0.578669184,0.770578502,-0.308383426,-0.926545381,-0.936322801,0.404621182,-0.500437076,0.206618472,1.747451507,0.050306424,1.051401541,0.885140802,-0.520973766,-0.672647201,-0.020703914,-1.680440042,-0.642799439
NP_057631,SDF4,45 kDa calcium-binding protein isoform 1 precursor,1.427583622,0.460518204,0.418275291,-1.470659514,0.850686654,0.34771167,-0.650221793,-0.034492803,1.661594546,1.199639193,0.655083113,-0.51319109,1.138063863,0.526195858,-0.492121963,-0.188049005,-0.706007185,-0.357750991,-0.28193287,0.109417683,0.707555561,0.927117846,-0.2113439,2.007608287,-0.454040398,0.364940547,-0.631439833,-2.010591343,-0.692226348,-0.188094507,0.468728916,-1.823228314,-0.553137195,-0.850619764,-0.759823056,0.168854567,0.438982921,1.728265305,0.46630097,1.596090784,4.188287277,-0.127575967,-1.312269303,1.312036081,-0.761508307,-0.978112806,-1.880034416,-1.790185019,-1.190172276,0.404486239,-1.10080044,-1.686848435,-0.052399868,-0.722691095,-0.832200175,0.141578031,-1.431778686,1.207414927,0.399764349,-0.414281101,-0.11480441,0.762780721,0.025842109,-0.963614504,1.114348865,0.33908217,-0.047120849,0.356662405,-0.308383426,-0.706985303,-1.515839512,0.25624739,-0.474807472,0.309396048,2.011175775,0.050306424,1.734343478,0.761323596,-0.558905865,-0.461123256,-0.266796694,-1.643605806,-0.644753841
NP_000160,GLA,alpha-galactosidase A precursor,-1.227845699,-0.442159243,0.792424264,-1.60782017,0.207832357,-1.100515439,3.43681509,-1.503971516,4.963232004,-1.175187857,-0.948096847,-0.175797827,0.555821765,-0.242332709,-0.63906265,0.193510713,0.752115748,-1.391438065,-0.157131036,6.410513724,0.511960997,0.178990888,1.600592515,-0.001785707,0.701160373,-1.06380582,0.91773302,2.277804003,0.667745032,-2.559662236,-1.260616198,-1.223772565,4.580950578,-0.245472474,-0.837465962,1.28481503,1.76086654,0.177702601,-1.182020658,1.346103519,-1.217458111,-1.539491104,-0.09647222,-0.122448876,-0.184353474,-0.394265021,-1.325717839,-0.864241496,1.563398894,-0.701777062,-0.279092438,-2.553947222,-0.485390864,0.677242708,-1.956484845,-1.281919172,-0.432538388,-2.493090619,3.000175114,0.345359105,-1.582126611,-1.722641524,-2.07388069,1.02225484,-1.931036419,2.625386395,0.247053953,-0.505346349,-1.74237933,2.61291449,-0.640698892,3.489234219,-2.887651672,0.409318692,2.05298572,0.728487699,-0.347634854,-0.052659892,0.442947819,-1.170175355,-0.983440502,-0.015532604,-0.183515009
NP_006362,CRTAP,cartilage-associated protein precursor,0.002719109,3.338561544,-2.541658809,-0.54733412,1.35578646,1.272967879,2.115866705,0.617999611,0.359698866,-0.405567979,0.925578497,2.128598159,0.883067324,-1.212442539,1.102184496,1.836895114,-0.614156922,-0.078294893,1.203611534,1.396115562,1.239572775,0.325793159,0.150239863,1.460775364,-0.728637302,2.393602516,-2.152559254,0.375433135,0.912539881,1.884778045,-1.056937773,1.790235176,0.092267189,-2.092147752,-1.314032765,2.01053165,0.660230391,0.902695433,2.317048061,0.034806683,1.134087976,-1.948498267,1.053690573,-0.562267377,2.813947731,-1.358461778,-0.355663829,-1.450344045,-0.791151783,2.728257195,1.461864443,-2.833503662,-1.043649695,-2.564852049,-1.948031577,0.388407712,0.426948023,0.141616371,2.391568339,0.002512641,0.829113225,2.530268068,-0.033409328,1.764045232,-0.964712242,1.052889672,-0.501754633,2.581936105,1.432897315,-0.570706634,-0.539811368,2.157774668,0.411244571,-2.925242677,0.64431219,2.480455993,1.12765234,2.558966002,-0.161734472,0.519036999,-0.6670355,-1.188966102,-0.91055249
NP_006446,SC65,synaptonemal complex protein SC65 precursor,0.665623989,2.152532432,-1.106035341,-0.353301972,1.119635901,1.697196022,2.567472991,0.239663673,2.895956732,0.994407226,2.57823932,1.983519056,0.207326494,-0.928968887,-0.319466655,2.225148862,-2.363139023,-2.635468439,0.611809292,0.672089424,1.505581382,1.096505082,-0.850141883,3.713206213,-0.261506936,1.943665815,-2.046579622,0.203467407,0.023118598,1.794809618,0.864556798,-0.116870555,-1.506670123,-2.693390866,3.569438294,1.130771408,0.56220936,0.408191651,2.808652757,-1.492388245,0.595387179,-0.990412995,2.616411759,-0.68068005,0.461769546,-0.917547683,-0.382703662,-1.364152494,-0.890082484,2.651004171,1.911143638,-4.243131471,-1.601908526,-2.575704249,-1.728246604,-0.213450962,0.171897178,-0.844743784,2.02847907,-0.824352362,-0.767941732,1.928570248,-1.473959891,0.553230422,-1.861490361,0.904474251,0.118686767,3.246480298,0.09779768,-0.612347339,0.438562997,2.751269834,0.125657549,-2.077327671,-0.809387436,1.01106323,0.076717417,1.94217288,0.219817822,-1.393616142,-1.938064141,-1.071096549,-1.094266262
